country,year,top500_systems_count,top500_rmax_sum_pflops,ai_publications,ai_policy_initiatives_new,country_code,region,income_group,oecd_member,gpai_member,gdp_per_capita_usd,rd_gdp,researchers_per_million,it_net_secr,internet_users_pct,fixed_broadband_per100,mobile_cellular_per100,tertiary_enrollment_gross,ict_service_exports_pct,computer_comm_services_pct,hightech_exports_pct_manu,electric_power_kwh_per_capita
Mexico,2010,0,0.0,0.582583379,0,MEX,Latin America & Caribbean,Upper middle income,1,1,9728.800784,0.47353,341.23898,1531,31.05,10582900.0,80.4263,27.1670208,2.744799875,6.930883598,22.13579317,2027.161628
Mexico,2011,0,0.0,0.665764586,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10664.4944,0.45268,348.02663,2001,37.1763,11566100.0,82.0725,28.03615952,2.985729068,7.994814977,21.14812069,2225.288117
Mexico,2012,0,0.0,0.549185643,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10744.13352,0.40284,250.69335,3146,39.75,13077300.0,86.2256,29.34964943,2.935035089,7.532237306,21.35332369,2261.959026
Mexico,2013,0,0.0,0.717664145,0,MEX,Latin America & Caribbean,Upper middle income,1,1,11216.80085,0.40806,254.46546,3756,43.46,12747900.0,90.2012,30.33016014,3.240193041,11.47309567,20.51094476,2152.841878
Mexico,2014,0,0.0,0.575220497,0,MEX,Latin America & Caribbean,Upper middle income,1,1,11391.37735,0.41962,262.92059,4930,44.3857,13032500.0,87.6145,31.20528984,3.111190429,11.40908303,20.22209978,2167.59696
Mexico,2015,1,0.277504,0.632776864,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10021.23861,0.41477,284.58114,7054,57.431,14757700.0,88.9454,31.97186089,3.048528941,11.13349872,19.57270211,2225.42222
Mexico,2016,0,0.0,0.686478588,0,MEX,Latin America & Caribbean,Upper middle income,1,1,9097.923977,0.37601,319.5511,14758,59.5404,15924000.0,91.3942,38.58977127,2.625485406,8.683780802,20.65411164,2292.03193
Mexico,2017,0,0.0,0.669913566,0,MEX,Latin America & Caribbean,Upper middle income,1,1,9649.278168,0.31955,273.56869,23144,53.0318,17000500.0,92.6494,40.33906937,2.431057307,7.460571598,21.16809678,2269.107542
Mexico,2018,0,0.0,0.59637684,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10084.79376,0.29816,278.43618,28487,56.6596,18358900.0,96.4612,41.63827896,2.630354014,11.28561191,20.89174564,2499.620486
Mexico,2019,0,0.0,0.51707623,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10369.55536,0.27606,282.18884,34635,69.6321,19353100.0,97.0359,43.04413986,2.974285907,9.16498989,20.40685841,2392.190414
Mexico,2020,0,0.0,0.516810532,0,MEX,Latin America & Caribbean,Upper middle income,1,1,8841.27075,0.29191,281.59287,41615,71.4902,22509400.0,96.9237,45.16545105,4.519112211,12.82724265,21.50742497,2354.268353
Mexico,2021,0,0.0,0.406089829,0,MEX,Latin America & Caribbean,Upper middle income,1,1,10314.05067,0.27378,273.14814,44523,75.6265,24610100.0,99.0948,45.65061951,3.810245801,11.78834351,19.81134064,2294.251852
Mexico,2022,0,0.0,0.354824821,0,MEX,Latin America & Caribbean,Upper middle income,1,1,11405.79405,0.25782,273.66785,49116,78.6322,26090500.0,105.713,46.40613174,3.181536966,7.701774765,20.53436923,2371.966461
Mexico,2023,0,0.0,0.375387835,0,MEX,Latin America & Caribbean,Upper middle income,1,1,13860.95978,0.26819,272.31856,53468,81.1832,26062400.0,111.562,47.47468185,2.922405991,7.437517078,17.73182847,2608.52188
Mexico,2024,0,0.0,0.360736874,0,MEX,Latin America & Caribbean,Upper middle income,1,1,14185.78122,0.26819,272.31856,69573,81.1832,26062400.0,111.562,47.47468185,3.85322687,7.530900302,19.30338121,2608.52188
Netherlands,2010,4,0.1379027,1.209730125,0,NLD,Europe & Central Asia,High income,1,1,51305.73385,1.70404,3210.02025,34640,90.72,6329000.0,114.357,63.70497894,8.734630215,54.84635352,27.86499643,7006.273821
Netherlands,2011,1,0.0509239,1.321994727,0,NLD,Europe & Central Asia,High income,1,1,54701.7728,1.88131,3648.13368,53432,91.42,6498010.0,117.674,75.51879883,8.851767895,56.26039063,25.2390821,7060.053768
Netherlands,2012,0,0.0,1.151862347,0,NLD,Europe & Central Asia,High income,1,1,50473.9442,1.91627,4336.14629,81309,92.86,6654000.0,116.564,75.81416321,8.971423649,57.01964882,25.48329427,6872.769989
Netherlands,2013,2,0.258034,1.282021642,1,NLD,Europe & Central Asia,High income,1,1,52602.28605,2.15606,4887.39056,95253,93.9564,6792000.0,114.734,77.26282501333334,8.742414994,56.85264163,24.66590511,6827.603575
Netherlands,2014,5,1.0055267,1.275412808,0,NLD,Europe & Central Asia,High income,1,1,53457.22349,2.1733,4926.09272,121508,91.6667,6851000.0,114.867,78.71148681666666,15.180596,54.0572211,24.55596876,6709.217096
Netherlands,2015,3,1.5569567,1.165380177,0,NLD,Europe & Central Asia,High income,1,1,45793.81354,2.14606,4891.78146,164806,91.7241,7029100.0,121.638,80.16014862,8.62348283,61.11114826,24.07401292,6711.777852
Netherlands,2016,3,2.117521,1.323702774,0,NLD,Europe & Central Asia,High income,1,1,46808.52915,2.15081,5109.20509,410955,90.411,7222770.0,121.42,79.8454895,9.79046566,58.82760261,24.00874049,6731.467194
Netherlands,2017,4,3.322302,1.040972024,0,NLD,Europe & Central Asia,High income,1,1,49513.68173,2.17857,5273.17623,1206251,93.1973,7289580.0,118.577,83.20098877,9.249432916,58.99573311,22.92190252,6727.979016
Netherlands,2018,9,11.729307,1.030582566,1,NLD,Europe & Central Asia,High income,1,1,53955.077,2.1388,5496.79039,1733183,91.8919,7406700.0,121.162,83.65247345,9.054315538,58.28950068,22.51320612,6790.770272
Netherlands,2019,13,20.87783,1.048203246,2,NLD,Europe & Central Asia,High income,1,1,53554.90075,2.18435,5592.12175,2259681,93.2886,7458570.0,124.088,84.49477768,9.197055441,59.14865898,23.04823469,6757.327842
Netherlands,2020,15,24.73665,0.924935627,1,NLD,Europe & Central Asia,High income,1,1,53467.92774,2.32182,5799.27532,2387096,91.3333,7525020.0,121.423,85.33708191,10.57183482,62.37945836,23.16397609,6643.579967
Netherlands,2021,16,41.32665,0.80464351,0,NLD,Europe & Central Asia,High income,1,1,60141.98809,2.26877,6003.86605,2877760,92.053,7614580.0,123.448,89.38986206,9.033978064,63.84545877,22.00232119,6708.817933
Netherlands,2022,6,27.62711,0.790336974,0,NLD,Europe & Central Asia,High income,1,1,59123.31856,2.25533,6319.17518,3207131,92.5197,7799940.0,115.821,87.991844175,9.326684168,62.20785119,21.95783801,6352.076964
Netherlands,2023,8,34.90712,0.881852524,4,NLD,Europe & Central Asia,High income,1,1,63515.60308,2.25533,6319.17518,3485374,97.0068,7827630.0,117.352,86.59382629,9.616921707,62.13606717,23.78506194,6189.085186
Netherlands,2024,9,84.72352,0.742494557,0,NLD,Europe & Central Asia,High income,1,1,67520.4219,2.25533,6319.17518,3574989,97.0068,7827630.0,117.352,86.59382629,9.524873966,62.08150814,23.46800528,6189.085186
New Zealand,2010,7,0.2113163,0.181359269,0,NZL,East Asia & Pacific,High income,1,1,33761.90096,1.23222,3731.3373,6042,80.46,1092000.0,108.331,80.38854218,4.212321267,18.40277715,9.715339907,9629.944607
New Zealand,2011,0,0.0,0.253733406,0,NZL,East Asia & Pacific,High income,1,1,38431.77668,1.23222,3731.3373,8913,81.23,1178000.0,109.978,80.38854218,4.405697176,19.02074701,9.973780605,9496.122263
New Zealand,2012,0,0.0,0.260114423,0,NZL,East Asia & Pacific,High income,1,1,40053.69915,1.192795,3887.646535,12618,81.6445,1272000.0,111.568,80.38854218,4.379058789,20.10765146,10.08321405,9442.390145
New Zealand,2013,0,0.0,0.175416983,1,NZL,East Asia & Pacific,High income,1,1,43000.46468,1.15337,4043.95577,14188,82.78,1316000.0,107.009,80.38854218,4.182348241,18.91830278,10.72643993,9201.954031
New Zealand,2014,0,0.0,0.228518336,0,NZL,East Asia & Pacific,High income,1,1,44618.26697,1.19063,4760.42967,15743,84.0,1410000.0,112.757,80.71000671,4.164551902,17.88160863,9.914291777,9108.158973
New Zealand,2015,0,0.0,0.281865396,0,NZL,East Asia & Pacific,High income,1,1,38665.3723,1.22789,5476.90357,18074,85.2,1450900.0,121.369,82.18184662,4.32632056,16.52325459,10.11254523,9066.906756
New Zealand,2016,1,0.4706488,0.300283768,0,NZL,East Asia & Pacific,High income,1,1,40113.71954,1.28847,5256.23098,30178,86.5,1530500.0,129.381,81.86335754,4.538985764,17.2653551,10.87770203,8741.435269
New Zealand,2017,1,0.549117,0.253554633,0,NZL,East Asia & Pacific,High income,1,1,42950.38417,1.34905,5035.55839,71815,87.7,1583000.0,132.98,81.26985931,4.184116112,15.77685335,9.252291074,8662.123982
New Zealand,2018,1,0.908892,0.203786254,1,NZL,East Asia & Pacific,High income,1,1,43257.07692,1.37854,5350.47072,86339,89.0,1647640.0,128.937,81.25131226,4.223438837,13.21865573,9.811754429,8519.773089
New Zealand,2019,0,0.0,0.191010243,2,NZL,East Asia & Pacific,High income,1,1,42855.83186,1.40803,5665.38305,100186,89.8637,1697530.0,120.475,77.58437347,4.962361982,17.37959288,9.865946092,8479.568638
New Zealand,2020,0,0.0,0.216584915,1,NZL,East Asia & Pacific,High income,1,1,41997.78303,1.4368599999999998,5380.07232,104397,95.2342,1764980.0,123.001,75.73483276,8.046268825,27.22486691,9.608749742,8195.725889
New Zealand,2021,0,0.0,0.127384893,0,NZL,East Asia & Pacific,High income,1,1,49950.42517,1.46569,5094.76159,82091,96.1151,1801120.0,114.455,79.41288757,11.34080884,42.83356586,9.761107814,8203.398497
New Zealand,2022,0,0.0,0.154017858,0,NZL,East Asia & Pacific,High income,1,1,49099.70904,1.46569,5094.76159,94008,96.1942,1863050.0,115.984,77.01046753,9.901248198,35.43220442,12.05434154,8155.93207
New Zealand,2023,0,0.0,0.157376026,4,NZL,East Asia & Pacific,High income,1,1,49075.95628,1.46569,5094.76159,98767,96.1638,1958080.0,126.855,76.38114166,6.951027451,21.96557398,12.64948574,8021.153846
New Zealand,2024,0,0.0,0.147300819,0,NZL,East Asia & Pacific,High income,1,1,49205.17921,1.46569,5094.76159,98973,96.1638,1958080.0,126.855,76.38114166,6.238852309,20.8926136,12.96707504,8021.153846
Poland,2010,5,0.1690402,0.801574632,0,POL,Europe & Central Asia,High income,1,1,12567.73177,0.72619,1697.02812,5897,62.32,5858500.0,123.249,76.55712128,5.779450205,34.51584178,7.719089568,3797.092296
Poland,2011,5,0.3150747,0.678494704,0,POL,Europe & Central Asia,High income,1,1,13867.66694,0.75221,1679.90071,8655,61.95,6972130.0,131.28,75.80210114,6.452497942,32.9932906,6.618920414,3879.542094
Poland,2012,5,0.474237,0.863126012,1,POL,Europe & Central Asia,High income,1,1,13087.42094,0.88997,1752.07893,15198,62.31,6887680.0,141.41,75.03829193,7.165605096,32.09345143,7.811513839,3899.176642
Poland,2013,3,0.561203,0.873310379,0,POL,Europe & Central Asia,High income,1,1,13621.90238,0.88483,1868.31303,19695,62.8492,7031060.0,148.912,73.31726837,7.797306551,32.36703949,8.745017672,3938.255208
Poland,2014,2,0.455909,1.152455844,0,POL,Europe & Central Asia,High income,1,1,14262.28419,0.95076,2054.74753,25891,66.5987,7233850.0,148.713,70.2389679,8.842241848,33.380771,10.06862779,3971.799761
Poland,2015,7,3.350838,1.185740676,0,POL,Europe & Central Asia,High income,1,1,12637.52203,1.00423,2158.37831,36309,67.997,7265550.0,142.52,69.37319946,9.922991802,34.39398388,10.77552133,4056.081948
Poland,2016,6,5.723116,1.05089934,1,POL,Europe & Central Asia,High income,1,1,12464.01105,0.96821,2304.00747,94640,73.3007,7327920.0,138.519,69.85037994,10.87765196,35.15513224,10.7154228,4191.167642
Poland,2017,6,5.739053,0.968557966,0,POL,Europe & Central Asia,High income,1,1,13913.34029,1.03785,2994.85672,248163,75.9854,7633080.0,131.901,70.61746216,11.00702576,35.15119162,10.66731873,4285.891922
Poland,2018,4,4.604365,0.954620239,0,POL,Europe & Central Asia,High income,1,1,15658.21203,1.2061,3079.49249,616219,77.5417,7851420.0,126.266,71.02174377,11.70119382,35.51322566,10.39503339,4393.419312
Poland,2019,1,1.67009,0.755196377,3,POL,Europe & Central Asia,High income,1,1,15874.52205,1.32335,3159.06604,782319,80.4359,7837960.0,126.597,70.90650177,12.21540907,35.34037359,9.852934836,4363.438097
Poland,2020,1,1.67009,0.652751783,5,POL,Europe & Central Asia,High income,1,1,16150.93048,1.38608,3260.15498,954351,83.1849,8369220.0,129.288,70.97303772,14.14932901,39.32720886,9.86616549,4299.900938
Poland,2021,4,9.27083,0.605481963,9,POL,Europe & Central Asia,High income,1,1,18635.51049,1.43183,3558.20467,1161013,85.3749,8679490.0,132.987,72.20606232,14.27321246,40.01922816,9.445565143,4631.200107
Poland,2022,5,14.32183,0.504115548,2,POL,Europe & Central Asia,High income,1,1,18891.21212,1.45383,3721.07204,1280389,86.9411,9150140.0,137.002,75.29110718,14.13487953,37.32149223,11.63258778,4552.82556
Poland,2023,3,10.9234,0.542240691,7,POL,Europe & Central Asia,High income,1,1,22145.26606,1.45383,3721.07204,1369941,86.4147,10122500.0,135.146,76.87940979,15.48661588,38.7657021,12.12231897,4381.864235
Poland,2024,8,65.75146,0.456131012,7,POL,Europe & Central Asia,High income,1,1,25103.56566,1.45383,3721.07204,1503749,88.585,10122500.0,135.146,76.87940979,16.71753337,39.9854586,13.5099699,4381.864235
Saudi Arabia,2010,4,0.3108649,0.279545141,0,SAU,Middle East & North Africa,High income,0,1,22028.39014,0.884,512.05775,359,41.0,1711600.0,204.969,29.32448028,3.174112883,6.351113949,0.750807775,9119.883169
Saudi Arabia,2011,4,0.35924,0.369809392,0,SAU,Middle East & North Africa,High income,0,1,27126.74987,0.89068,512.05775,577,47.5,1951460.0,206.852,33.14537048,2.473727106,5.510015883,0.590662977,9027.028559
Saudi Arabia,2012,3,0.31747,0.34877765,0,SAU,Middle East & North Africa,High income,0,1,28733.43755,0.8699,512.05775,1176,54.0,2540150.0,195.843,39.795681,2.973575951,6.973358819,0.661180453,10145.646
Saudi Arabia,2013,4,1.272515,0.42858987,0,SAU,Middle East & North Africa,High income,0,1,27865.4656,0.80736,512.05775,1556,60.5,3805286.666666667,189.476,46.1803093,2.684102891,6.889908496,0.712767947,10244.67706
Saudi Arabia,2014,4,1.9818936,0.499765235,0,SAU,Middle East & North Africa,High income,0,1,27805.48503,0.7631685714285714,512.05775,2189,64.7137,5070423.333333334,181.857,53.18038402,3.072561494,7.205633498,0.590932385,11159.73554
Saudi Arabia,2015,7,9.9798636,0.576897399,0,SAU,Middle East & North Africa,High income,0,1,23256.15496,0.7189771428571429,512.05775,2836,69.6162,6335560.0,176.134,57.08927714,1.884891655,6.214646523,0.787374422,11233.92503
Saudi Arabia,2016,5,9.5776636,0.532422572,0,SAU,Middle East & North Africa,High income,0,1,22267.72171,0.6747857142857143,512.05775,3442,74.8793,6397540.0,156.041,63.98266234,1.724267918,5.495148567,1.305373511,11051.23124
Saudi Arabia,2017,6,10.062165,0.620406612,0,SAU,Middle East & North Africa,High income,0,1,23929.29071,0.6305942857142857,512.05775,5521,94.1756,6653290.0,130.63,70.7471343,1.444249063,5.063538012,0.734713775,11201.08544
Saudi Arabia,2018,4,10.9257086,0.559649,0,SAU,Middle East & North Africa,High income,0,1,29360.0659,0.5864028571428571,512.05775,5445,93.31,6821870.0,136.046,73.19717364,6.180374198,9.323130022,0.544773696,11788.30598
Saudi Arabia,2019,3,10.10913,0.705274514,4,SAU,Middle East & North Africa,High income,0,1,29566.79338,0.5422114285714286,512.05775,6256,95.7247,6801950.0,135.526,77.9664942,6.444447016,13.47825981,0.644531121,11871.75313
Saudi Arabia,2020,3,10.10913,0.876044755,5,SAU,Middle East & North Africa,High income,0,1,24338.83073,0.49802,512.05775,7977,97.8623,7890260.0,139.444,73.75108664,14.31848193,26.96370467,0.605067588,11356.68763
Saudi Arabia,2021,6,55.25304,0.817169023,4,SAU,Middle East & North Africa,High income,0,1,31920.76537,0.44266,794.29927,9434,100.0,10588200.0,145.004,71.54177094,13.20806372,25.67729577,0.30571524,12069.98367
Saudi Arabia,2022,6,55.25304,1.139668886,5,SAU,Middle East & North Africa,High income,0,1,38510.22762,0.46317,958.18871,10417,100.0,13456700.0,149.798,69.34575653,4.86728331,13.58335618,0.295273431,11835.31776
Saudi Arabia,2023,6,55.25304,0.96678214,18,SAU,Middle East & North Africa,High income,0,1,36156.84834,0.56486,1120.62603,14342,100.0,14494300.0,157.775,76.61494305,3.793188607,12.71649556,0.590629142,11835.31776
Saudi Arabia,2024,8,99.39834,0.997948758,26,SAU,Middle East & North Africa,High income,0,1,35121.66287,0.56486,1120.62603,17042,100.0,14494300.0,157.775,83.88412957,3.45004286,12.77304453,0.544002127,11835.31776
Singapore,2010,1,0.03254,0.0,0,SGP,East Asia & Pacific,High income,0,1,47236.68308,1.92918,6368.34517,2699,71.0,1338400.0,145.452,93.26968128,3.529713463,20.93747237,52.3392376,8688.069412
Singapore,2011,2,0.094073,0.0,0,SGP,East Asia & Pacific,High income,0,1,53891.45703,2.06955,6578.63079,4810,71.0,1408200.0,150.404,95.98174524,4.159572837,22.47798524,47.7371557,8651.755275
Singapore,2012,1,0.0677715,0.0,0,SGP,East Asia & Pacific,High income,0,1,55547.55531,1.91833,6514.09973,10088,72.0,1432800.0,152.41,101.9968124,5.19456114,23.20330446,48.46261992,8673.796979
Singapore,2013,0,0.0,0.0,0,SGP,East Asia & Pacific,High income,0,1,56967.42579,1.92104,6734.96456,13765,80.9021,1493400.0,156.679,97.482853755,5.374936768,23.33899582,50.32718572,8680.606361
Singapore,2014,0,0.0,0.0,0,SGP,East Asia & Pacific,High income,0,1,57564.80231,2.08228,6756.24778,13915,79.0292,1474000.0,148.478,92.96889511,5.180883911,22.9625155,50.64032558,8844.687593
Singapore,2015,0,0.0,0.0,0,SGP,East Asia & Pacific,High income,0,1,55645.60686,2.17445,7134.93412,19844,79.013,1486200.0,149.006,88.454936465,5.791873336,25.48224859,52.217455,8948.68692
Singapore,2016,1,1.01,0.0,0,SGP,East Asia & Pacific,High income,0,1,57005.58872,2.07276,7052.85651,106879,84.4523,1591900.0,151.682,83.94097782,7.904943357,25.34897312,52.2327295,9040.028834
Singapore,2017,1,1.01,0.0,6,SGP,East Asia & Pacific,High income,0,1,61236.25127,1.89913,6950.10748,329385,84.4523,1475700.0,149.568,84.79291385,7.683178236,23.39461352,53.07204429,9218.044874
Singapore,2018,2,1.834555,0.0,9,SGP,East Asia & Pacific,High income,0,1,66881.6067,1.80947,7002.45715,477674,88.1656,1493600.0,152.074,88.88644534,7.150867134,22.82621036,51.5722801,9326.125495
Singapore,2019,5,7.71959,0.0,5,SGP,East Asia & Pacific,High income,0,1,65952.0379,1.88474,7509.61271,698581,88.9493,1504000.0,159.347,91.08899044,6.592236925,23.06316177,51.81656901,9451.801144
Singapore,2020,4,6.59644,0.0,9,SGP,East Asia & Pacific,High income,0,1,61410.07926,2.15626,7503.32643,729931,92.0043,1509700.0,150.259,93.13476718,8.94196289,24.95898396,55.26155801,9306.506535
Singapore,2021,4,6.59644,0.0,7,SGP,East Asia & Pacific,High income,0,1,80056.12882,2.15626,7916.99926,963602,96.9247,1526400.0,157.978,97.09891031,8.336976107,23.60368467,54.97227525,10220.46859
Singapore,2022,3,8.57083,0.0,3,SGP,East Asia & Pacific,High income,0,1,90299.06946,2.15626,7916.99926,1198709,95.9539,1556600.0,173.005,98.0222265,7.309994543,21.16527354,56.82691899,10143.47647
Singapore,2023,3,9.03783,0.0,15,SGP,East Asia & Pacific,High income,0,1,85412.23035,2.15626,7916.99926,1353061,94.2852,1588200.0,173.2,97.28865469,8.171631644,24.18537941,56.13837586,9750.495467
Singapore,2024,3,9.03783,0.0,6,SGP,East Asia & Pacific,High income,0,1,90674.06663,2.15626,7916.99926,1265721,94.3776,1588200.0,173.2,97.28865469,7.785143377,23.05416348,59.42978294,9750.495467
South Africa,2010,1,0.02544,0.257523711,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,7973.471958,0.66284,359.80904,2667,24.0,743000.0,96.2325,17.94472348,2.872475359,17.10491216,6.238573015,4444.783993
South Africa,2011,0,0.0,0.318742663,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,8646.055711,0.66753,381.96714,4281,33.97,907000.0,120.766,17.94472348,3.115360187,18.89568278,6.207707226,4480.89596
South Africa,2012,1,0.06133,0.30593103,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,8076.976785,0.66934,400.95517,7539,41.0,1107200.0,127.168,17.94472348,3.187725114,19.11634,6.687136205,4288.917634
South Africa,2013,0,0.0,0.280390926,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,7331.654674,0.6633,430.44849,9298,46.5,1615210.0,140.576,18.60882253,3.53642917,20.39954663,6.522699586,4207.920398
South Africa,2014,0,0.0,0.272341489,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6856.731371,0.70987,427.63838,12102,49.0,1706310.0,142.604,18.48133564,3.240769327,20.62810242,6.660154456,4118.709726
South Africa,2015,0,0.0,0.203895844,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6112.273825,0.73147,466.56084,15107,51.9191,1409350.0,155.138,19.03329495,3.529939015,22.84092673,7.406458153,4023.197637
South Africa,2016,1,0.782886,0.286896286,1,ZAF,Sub-Saharan Africa,Upper middle income,0,0,5651.205852,0.74992,481.99586,51575,54.0,1150770.0,143.929,18.92929803,3.739043863,24.53018457,6.6571232,3935.657826
South Africa,2017,1,1.02932,0.238556395,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6618.335083,0.76257,516.53674,537554,56.1674,1123190.0,153.548,21.09029096,3.84575979,25.17009344,5.679824427,3939.817155
South Africa,2018,1,1.02932,0.175408305,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6914.178032,0.68586,500.79079,695336,62.4,1107010.0,157.692,22.35154252,3.73914206,26.49939869,5.273312669,3906.317644
South Africa,2019,3,3.27562,0.269493099,1,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6533.71121,0.61304,479.86558,840493,69.6969,1250360.0,162.739,22.24424651,4.345251014,26.15703339,4.895522634,3768.651967
South Africa,2020,0,0.0,0.28756702,1,ZAF,Sub-Saharan Africa,Upper middle income,0,0,5580.603831,0.6024,459.98774,855339,72.1128,1303060.0,158.447,22.61487426,8.216744244,42.12815043,5.62171976,3477.819011
South Africa,2021,0,0.0,0.216873215,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6828.756246,0.61503,454.79773,987583,74.9686,1694650.0,163.128,22.343129,8.935056377,48.48722256,5.54756049,3518.452707
South Africa,2022,0,0.0,0.209103404,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6534.248678,0.61729,444.16281,935049,75.4556,1948060.0,160.729,23.72710362,7.343743983,39.74626588,5.521969233,3404.623491
South Africa,2023,0,0.0,0.234622707,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6034.27209,0.61729,444.16281,934721,75.6592,2152800.0,171.509,23.4937688,9.243540693,38.61453261,4.955515712,3247.148533
South Africa,2024,0,0.0,0.187509,0,ZAF,Sub-Saharan Africa,Upper middle income,0,0,6267.186814,0.61729,444.16281,1066247,75.6592,2152800.0,171.509,23.4937688,9.478597902,39.2688084,5.705758415,3247.148533
South Korea,2010,1,0.2748,1.707306313,0,KOR,East Asia & Pacific,High income,1,1,24071.26205,3.31578,5429.43919,8688,83.7,17194300.0,104.097,101.6732864,1.243298569,35.96909897,32.13439748,9223.089297
South Korea,2011,4,0.950833,1.729751355,0,KOR,East Asia & Pacific,High income,1,1,26175.23986,3.59199,5908.82443,10413,83.7591,17859500.0,106.878,100.8196793,1.456166485,40.72793969,28.21332104,10183.40482
South Korea,2012,3,0.9076,1.803534151,0,KOR,East Asia & Pacific,High income,1,1,26600.54774,3.8504,6393.34374,13470,84.07,18252700.0,108.115,98.28697968,1.471673342,42.50399722,28.22207576,10320.08998
South Korea,2013,4,1.0144,2.048949535,0,KOR,East Asia & Pacific,High income,1,1,28449.35911,3.95124,6457.88851,17000,84.77,18737500.0,109.206,96.33750153,2.087991003,45.42730551,29.81819991,10314.04754
South Korea,2014,8,2.1125141,2.097187565,0,KOR,East Asia & Pacific,High income,1,1,30667.09125,4.07786,6867.33385,20634,87.5568,19198900.0,113.359,94.44216919,2.67545886,45.72256334,30.06086827,10272.63686
South Korea,2015,9,2.5272117,1.966068234,0,KOR,East Asia & Pacific,High income,1,1,30171.79065,3.9782,7020.43916,28452,89.8963,20024400.0,115.595,93.96765137,3.591641316,44.05058124,31.21192709,10429.08072
South Korea,2016,7,6.4566586,1.891767722,0,KOR,East Asia & Pacific,High income,1,1,30832.06281,3.98704,7057.16003,36928,92.843,20555700.0,119.49,93.65772247,3.922513767,47.43468718,30.52502667,10609.80691
South Korea,2017,8,8.534877,2.020704694,2,KOR,East Asia & Pacific,High income,1,1,33296.98454,4.29206,7453.21918,61580,95.0694,21195900.0,123.642,93.72302246,5.105277181,50.1896851,32.54631646,10811.76672
